0,P334074.2.1,o 1
1,P334074.2.2,o 1
2,P334074.2.3,o 1
3,P334074.3.1,o 2
4,P334074.3.2,o 2
5,P334074.4.1,o 3
6,P334074.4.2,o 3
7,P334074.4.3,o 3
8,P334074.4.4,o 3
9,P334074.4.5,o 3
10,P334074.5.1,o 4
11,P334074.5.2,o 4
12,P334074.5.3,o 4
13,P334074.5.4,o 4
14,P334074.5.5,o 4
15,P334074.5.6,o 4
16,P334074.6.1,o 5
17,P334074.6.2,o 5
18,P334074.6.3,o 5
19,P334074.6.4,o 5
20,P334074.7.1,o 6
21,P334074.7.2,o 6
22,P334074.7.3,o 6
23,P334074.7.4,o 6
24,P334074.7.5,o 6
25,P334074.8.1,o 7
26,P334074.8.2,o 7
27,P334074.8.3,o 7
28,P334074.9.1,o 8
29,P334074.9.2,o 8
30,P334074.9.3,o 8
31,P334074.9.4,o 8
32,P334074.9.5,o 8
33,P334074.10.1,o 9
34,P334074.10.2,o 9
35,P334074.10.3,o 9
36,P334074.11.1,o 10
37,P334074.11.2,o 10
38,P334074.11.3,o 10
39,P334074.11.4,o 10
40,P334074.12.1,o 11
41,P334074.12.2,o 11
42,P334074.12.3,o 11
43,P334074.13.1,o 12
44,P334074.13.2,o 12
45,P334074.13.3,o 12
46,P334074.14.1,o 13
47,P334074.14.2,o 13
48,P334074.14.3,o 13
49,P334074.15.1,o 14
50,P334074.15.2,o 14
51,P334074.16.1,o 15
52,P334074.16.2,o 15
53,P334074.16.3,o 15
54,P334074.16.4,o 15
55,P334074.17.1,o 16
56,P334074.17.2,o 16
57,P334074.17.3,o 16
58,P334074.17.4,o 16
59,P334074.19.1,r 1
60,P334074.19.2,r 1
61,P334074.19.3,r 1
62,P334074.19.4,r 1
63,P334074.20.1,r 2
64,P334074.21.1,r 3
65,P334074.21.2,r 3
66,P334074.21.3,r 3
67,P334074.22.1,r 4
68,P334074.22.2,r 4
69,P334074.22.3,r 4
70,P334074.23.1,r 5
71,P334074.24.1,r 6
72,P334074.24.2,r 6
73,P334074.24.3,r 6
74,P334074.25.1,r 7
75,P334074.25.2,r 7
76,P334074.26.1,r 8
77,P334074.26.2,r 8
78,P334074.26.3,r 8
79,P334074.27.1,r 9
0,P313710.3.1,o 1'
1,P313710.3.2,o 1'
2,P313710.3.3,o 1'
3,P313710.3.4,o 1'
4,P313710.3.5,o 1'
5,P313710.3.6,o 1'
6,P313710.4.1,o 2'
7,P313710.4.2,o 2'
8,P313710.4.3,o 2'
9,P313710.4.4,o 2'
10,P313710.5.1,o 3'
11,P313710.5.2,o 3'
12,P313710.5.3,o 3'
13,P313710.5.4,o 3'
14,P313710.5.5,o 3'
15,P313710.6.1,o 4'
16,P313710.7.1,o 5'
17,P313710.7.2,o 5'
18,P313710.7.3,o 5'
19,P313710.8.1,o 6'
20,P313710.9.1,o 7'
21,P313710.9.2,o 7'
22,P313710.9.3,o 7'
23,P313710.11.1,b.e. 8'
24,P313710.11.2,b.e. 8'
25,P313710.11.3,b.e. 8'
26,P313710.11.4,b.e. 8'
27,P313710.13.1,r 1
28,P313710.13.2,r 1
29,P313710.13.3,r 1
30,P313710.13.4,r 1
31,P313710.14.1,r 2
32,P313710.15.1,r 3
33,P313710.15.2,r 3
34,P313710.15.3,r 3
35,P313710.16.1,r 4
36,P313710.17.1,r 5
37,P313710.17.2,r 5
38,P313710.17.3,r 5
39,P313710.17.4,r 5
40,P313710.18.1,r 6
41,P313710.18.2,r 6
42,P313710.18.3,r 6
43,P313710.19.1,r 7
44,P313710.19.2,r 7
45,P313710.19.3,r 7
46,P313710.19.4,r 7
47,P313710.19.5,r 7
0,P334724.2.1,o 1
1,P334724.2.2,o 1
2,P334724.2.3,o 1
3,P334724.2.4,o 1
4,P334724.2.5,o 1
5,P334724.2.6,o 1
6,P334724.2.7,o 1
7,P334724.2.8,o 1
8,P334724.3.1,o 2
9,P334724.3.2,o 2
10,P334724.3.3,o 2
11,P334724.3.4,o 2
12,P334724.3.5,o 2
13,P334724.3.6,o 2
14,P334724.3.7,o 2
15,P334724.4.1,o 3
16,P334724.4.2,o 3
17,P334724.4.3,o 3
18,P334724.4.4,o 3
19,P334724.4.5,o 3
20,P334724.5.1,o 4
21,P334724.5.2,o 4
22,P334724.5.3,o 4
23,P334724.5.4,o 4
24,P334724.5.5,o 4
25,P334724.6.1,o 5
26,P334724.6.2,o 5
27,P334724.6.3,o 5
28,P334724.6.4,o 5
29,P334724.6.5,o 5
30,P334724.6.6,o 5
31,P334724.6.7,o 5
32,P334724.7.1,o 6
33,P334724.7.2,o 6
34,P334724.7.3,o 6
35,P334724.7.4,o 6
36,P334724.7.5,o 6
37,P334724.8.1,o 7
38,P334724.8.2,o 7
39,P334724.8.3,o 7
40,P334724.8.4,o 7
41,P334724.8.5,o 7
42,P334724.8.6,o 7
43,P334724.9.1,o 8
44,P334724.9.2,o 8
45,P334724.9.3,o 8
46,P334724.9.4,o 8
47,P334724.9.5,o 8
48,P334724.9.6,o 8
49,P334724.10.1,o 9
