0,P282170.3.1,o 1
1,P282170.3.2,o 1
2,P282170.5.1,o 2
3,P282170.5.2,o 2
4,P282170.5.3,o 2
5,P282170.5.4,o 2
6,P282170.6.1,o 3
7,P282170.6.2,o 3
8,P282170.6.3,o 3
9,P282170.6.4,o 3
10,P282170.7.1,o 4
11,P282170.7.2,o 4
12,P282170.7.3,o 4
13,P282170.7.4,o 4
14,P282170.8.1,o 5
15,P282170.8.2,o 5
16,P282170.9.1,o 6
17,P282170.9.2,o 6
18,P282170.9.3,o 6
19,P282170.10.1,o 7
20,P282170.10.2,o 7
21,P282170.10.3,o 7
22,P282170.10.4,o 7
23,P282170.11.1,o 8
24,P282170.11.2,o 8
25,P282170.11.3,o 8
26,P282170.12.1,o 9
27,P282170.12.2,o 9
28,P282170.13.1,o 10
29,P282170.13.2,o 10
30,P282170.13.3,o 10
31,P282170.13.4,o 10
32,P282170.14.1,o 11
33,P282170.15.1,o 12
34,P282170.15.2,o 12
35,P282170.15.3,o 12
36,P282170.15.4,o 12
37,P282170.15.5,o 12
38,P282170.16,
39,P282170.18,
40,P282170.19.1,r 1'
41,P282170.19.2,r 1'
42,P282170.19.3,r 1'
43,P282170.20.1,r 2'
44,P282170.20.2,r 2'
45,P282170.22.1,t.e. 3'
46,P282170.22.2,t.e. 3'
47,P282170.22.3,t.e. 3'
48,P282170.23.1,t.e. 4'
49,P282170.23.2,t.e. 4'
0,P282137.3.1,o 1
1,P282137.3.2,o 1
2,P282137.3.3,o 1
3,P282137.4.1,o 2
4,P282137.4.2,o 2
5,P282137.4.3,o 2
6,P282137.5.1,o 3
7,P282137.5.2,o 3
8,P282137.5.3,o 3
9,P282137.5.4,o 3
10,P282137.5.5,o 3
11,P282137.5.6,o 3
12,P282137.6.1,o 4
13,P282137.8.1,r 5
14,P282137.8.2,r 5
15,P282137.9.1,r 6
16,P282137.9.2,r 6
17,P282137.9.3,r 6
18,P282137.10.1,r 7
19,P282137.11,
20,P282137.12.1,r 8
21,P282137.13.1,r 9
22,P282137.13.2,r 9
23,P282137.13.3,r 9
24,P282137.14.1,r 10
0,P282502.3.1,o 1
1,P282502.3.2,o 1
2,P282502.4.1,o 2
3,P282502.5.1,o 3
4,P282502.5.2,o 3
5,P282502.6,
6,P282502.7.1,o 4
7,P282502.8.1,o 5
8,P282502.8.2,o 5
9,P282502.8.3,o 5
10,P282502.9.1,o 6
11,P282502.9.2,o 6
12,P282502.10.1,o 7
13,P282502.10.2,o 7
14,P282502.10.3,o 7
15,P282502.11.1,o 8
16,P282502.11.2,o 8
17,P282502.12.1,o 9
18,P282502.12.2,o 9
19,P282502.13.1,o 10
20,P282502.13.2,o 10
21,P282502.13.3,o 10
22,P282502.13.4,o 10
23,P282502.14.1,o 11
24,P282502.16.1,r 12
25,P282502.16.2,r 12
26,P282502.17.1,r 13
27,P282502.17.2,r 13
28,P282502.17.3,r 13
29,P282502.18.1,r 14
30,P282502.19.1,r 15
31,P282502.19.2,r 15
32,P282502.19.3,r 15
33,P282502.20.1,r 16
34,P282502.20.2,r 16
35,P282502.20.3,r 16
36,P282502.21.1,r 17
37,P282502.21.2,r 17
38,P282502.21.3,r 17
39,P282502.21.4,r 17
40,P282502.22.1,r 18
41,P282502.22.2,r 18
42,P282502.23.1,r 19
43,P282502.23.2,r 19
44,P282502.24.1,r 20
45,P282502.24.2,r 20
46,P282502.24.3,r 20
47,P282502.24.4,r 20
48,P282502.25.1,r 21
49,P282502.26.1,r 22
50,P282502.26.2,r 22
51,P282502.27.1,r 23
52,P282502.27.1,r 23
53,P282502.28.1,r 24
54,P282502.28.2,r 24
55,P282502.28.3,r 24
56,P282502.29.1,r 25
57,P282502.29.2,r 25
0,P282002.3.1,o 1
1,P282002.3.2,o 1
2,P282002.3.3,o 1
3,P282002.3.4,o 1
4,P282002.4.1,o 2
5,P282002.4.2,o 2
6,P282002.5.1,o 3
7,P282002.5.2,o 3
8,P282002.5.3,o 3
9,P282002.5.4,o 3
10,P282002.5.5,o 3
11,P282002.5.6,o 3
12,P282002.6.1,o 4
13,P282002.6.2,o 4
14,P282002.7.1,o 5
15,P282002.7.2,o 5
16,P282002.8.1,o 6
17,P282002.8.2,o 6
18,P282002.10.1,b.e. 7
19,P282002.11.1,b.e. 8
20,P282002.11.2,b.e. 8
21,P282002.13.1,r 9
22,P282002.13.2,r 9
23,P282002.14.1,r 10
24,P282002.15.1,r 11
25,P282002.15.2,r 11
26,P282002.16.1,r 12
27,P282002.17.1,r 13
28,P282002.17.2,r 13
29,P282002.18.1,r 14
30,P282002.19,
31,P282002.20.1,r 15
32,P282002.20.2,r 15
33,P282002.20.3,r 15
34,P282002.22.1,t.e. 16
35,P282002.22.2,t.e. 16
36,P282002.23.1,t.e. 17
37,P282002.23.2,t.e. 17
0,P417677.3.1,o 1
1,P417677.3.2,o 1
2,P417677.4.1,o 2
3,P417677.5.1,o 3
4,P417677.5.2,o 3
5,P417677.6.1,o 4
6,P417677.6.2,o 4
7,P417677.6.3,o 4
8,P417677.7.1,o 5
9,P417677.7.2,o 5
10,P417677.7.3,o 5
11,P417677.7.4,o 5
12,P417677.8.1,o 6
13,P417677.8.2,o 6
14,P417677.8.3,o 6
15,P417677.8.4,o 6
16,P417677.9.1,o 7
17,P417677.9.2,o 7
18,P417677.9.3,o 7
19,P417677.9.4,o 7
20,P417677.10.1,o 8
21,P417677.10.2,o 8
22,P417677.10.3,o 8
23,P417677.11.1,o 9
24,P417677.11.2,o 9
25,P417677.13.1,b.e. 10
26,P417677.13.2,b.e. 10
27,P417677.13.3,b.e. 10
28,P417677.15.1,r 11
29,P417677.15.2,r 11
30,P417677.15.3,r 11
31,P417677.16.1,r 12
32,P417677.17.1,r 13
33,P417677.17.2,r 13
34,P417677.18.1,r 14
35,P417677.18.2,r 14
36,P417677.18.3,r 14
37,P417677.19.1,r 15
38,P417677.19.2,r 15
39,P417677.20.1,r 16
40,P417677.21.1,r 17
41,P417677.21.2,r 17
42,P417677.21.3,r 17
43,P417677.22.1,r 18
0,P288636.3.1,o 1
1,P288636.3.2,o 1
2,P288636.3.3,o 1
3,P288636.3.4,o 1
4,P288636.3.5,o 1
5,P288636.3.6,o 1
6,P288636.3.7,o 1
7,P288636.3.8,o 1
8,P288636.4,
9,P288636.5.1,o 2
10,P288636.5.2,o 2
11,P288636.5.3,o 2
12,P288636.5.4,o 2
13,P288636.5.5,o 2
14,P288636.5.6,o 2
15,P288636.5.7,o 2
16,P288636.6.1,o 3
17,P288636.6.2,o 3
18,P288636.6.3,o 3
19,P288636.6.4,o 3
20,P288636.6.5,o 3
21,P288636.6.6,o 3
22,P288636.6.7,o 3
23,P288636.6.8,o 3
24,P288636.6.9,o 3
25,P288636.6.10,o 3
26,P288636.6.11,o 3
27,P288636.6.12,o 3
28,P288636.6.13,o 3
29,P288636.6.14,o 3
30,P288636.7,
31,P288636.8.1,o 4
32,P288636.8.2,o 4
33,P288636.8.3,o 4
34,P288636.8.4,o 4
35,P288636.8.5,o 4
36,P288636.8.6,o 4
37,P288636.8.7,o 4
38,P288636.8.8,o 4
39,P288636.9.1,o 5
40,P288636.9.2,o 5
41,P288636.9.3,o 5
42,P288636.9.4,o 5
43,P288636.9.5,o 5
44,P288636.9.6,o 5
45,P288636.9.7,o 5
46,P288636.9.8,o 5
47,P288636.9.9,o 5
48,P288636.9.10,o 5
49,P288636.10,
50,P288636.11.1,o 6
51,P288636.11.2,o 6
52,P288636.11.3,o 6
53,P288636.11.4,o 6
54,P288636.11.5,o 6
55,P288636.11.6,o 6
56,P288636.11.7,o 6
57,P288636.11.8,o 6
58,P288636.11.9,o 6
59,P288636.11.10,o 6
60,P288636.12.1,o 7
61,P288636.12.2,o 7
62,P288636.12.3,o 7
63,P288636.12.4,o 7
64,P288636.12.5,o 7
65,P288636.12.6,o 7
66,P288636.12.7,o 7
67,P288636.12.8,o 7
68,P288636.12.9,o 7
69,P288636.12.10,o 7
70,P288636.12.11,o 7
71,P288636.13,
72,P288636.14.1,o 8
73,P288636.14.2,o 8
74,P288636.14.3,o 8
75,P288636.14.4,o 8
76,P288636.14.5,o 8
77,P288636.14.6,o 8
78,P288636.14.7,o 8
79,P288636.14.8,o 8
80,P288636.14.9,o 8
81,P288636.15.1,o 9
82,P288636.15.2,o 9
83,P288636.15.3,o 9
84,P288636.15.4,o 9
85,P288636.15.5,o 9
86,P288636.15.6,o 9
87,P288636.15.7,o 9
88,P288636.15.8,o 9
89,P288636.15.9,o 9
90,P288636.15.10,o 9
91,P288636.15.11,o 9
92,P288636.15.12,o 9
93,P288636.15.13,o 9
94,P288636.16,
95,P288636.17.1,o 10
96,P288636.17.2,o 10
97,P288636.17.3,o 10
98,P288636.17.4,o 10
99,P288636.17.5,o 10
100,P288636.18.1,o 11
101,P288636.18.2,o 11
102,P288636.18.3,o 11
103,P288636.18.4,o 11
104,P288636.18.5,o 11
105,P288636.18.6,o 11
106,P288636.18.7,o 11
107,P288636.18.8,o 11
108,P288636.18.9,o 11
109,P288636.18.10,o 11
110,P288636.18.11,o 11
111,P288636.18.12,o 11
112,P288636.19,
113,P288636.20.1,o 12
114,P288636.20.2,o 12
115,P288636.20.3,o 12
116,P288636.20.4,o 12
117,P288636.20.5,o 12
118,P288636.20.6,o 12
119,P288636.20.7,o 12
120,P288636.20.8,o 12
121,P288636.20.9,o 12
122,P288636.20.10,o 12
123,P288636.20.11,o 12
124,P288636.20.12,o 12
125,P288636.20.13,o 12
126,P288636.21.1,o 13
127,P288636.21.2,o 13
128,P288636.21.3,o 13
129,P288636.21.4,o 13
130,P288636.21.5,o 13
131,P288636.21.6,o 13
132,P288636.21.7,o 13
133,P288636.21.8,o 13
134,P288636.21.9,o 13
135,P288636.21.10,o 13
136,P288636.21.11,o 13
137,P288636.21.12,o 13
138,P288636.22.1,o 14
139,P288636.22.2,o 14
140,P288636.22.3,o 14
141,P288636.22.4,o 14
142,P288636.22.5,o 14
143,P288636.22.6,o 14
144,P288636.22.7,o 14
145,P288636.22.8,o 14
146,P288636.22.9,o 14
147,P288636.23.1,o 15
148,P288636.23.2,o 15
149,P288636.23.3,o 15
150,P288636.23.4,o 15
151,P288636.23.5,o 15
152,P288636.23.6,o 15
153,P288636.23.7,o 15
154,P288636.23.8,o 15
155,P288636.23.9,o 15
156,P288636.23.10,o 15
157,P288636.23.11,o 15
158,P288636.23.12,o 15
159,P288636.23.13,o 15
160,P288636.23.14,o 15
161,P288636.23.15,o 15
162,P288636.23.16,o 15
163,P288636.23.17,o 15
164,P288636.24.1,o 16
