0,Q003281.2.1,1'
1,Q003281.2.2,1'
2,Q003281.2.3,1'
3,Q003281.2.4,1'
4,Q003281.3.1,2'
5,Q003281.3.2,2'
6,Q003281.3.3,2'
7,Q003281.3.4,2'
8,Q003281.3.5,2'
9,Q003281.3.6,2'
10,Q003281.3.7,2'
11,Q003281.3.8,2'
12,Q003281.4.1,3'
13,Q003281.4.2,3'
14,Q003281.4.3,3'
15,Q003281.4.4,3'
16,Q003281.4.5,3'
17,Q003281.4.6,3'
18,Q003281.5.1,4'
19,Q003281.5.2,4'
20,Q003281.5.3,4'
21,Q003281.5.4,4'
22,Q003281.6.1,5'
23,Q003281.6.2,5'
24,Q003281.7.1,6'
25,Q003281.7.2,6'
26,Q003281.7.3,6'
27,Q003281.7.4,6'
28,Q003281.7.5,6'
29,Q003281.8.1,7'
30,Q003281.8.2,7'
31,Q003281.9.1,8'
32,Q003281.9.2,8'
33,Q003281.9.3,8'
34,Q003281.9.4,8'
35,Q003281.9.5,8'
36,Q003281.9.6,8'
37,Q003281.9.7,8'
38,Q003281.10.1,9'
39,Q003281.10.2,9'
40,Q003281.10.3,9'
41,Q003281.10.4,9'
42,Q003281.10.5,9'
43,Q003281.11.1,10'
44,Q003281.11.2,10'
45,Q003281.11.3,10'
46,Q003281.11.4,10'
47,Q003281.11.5,10'
48,Q003281.12.1,11'
49,Q003281.12.2,11'
50,Q003281.12.3,11'
51,Q003281.12.4,11'
52,Q003281.13.1,12'
53,Q003281.13.2,12'
54,Q003281.13.3,12'
55,Q003281.13.4,12'
56,Q003281.13.4,12'
57,Q003281.13.5,12'
58,Q003281.13.5,12'
59,Q003281.14.1,13'
60,Q003281.14.2,13'
61,Q003281.14.3,13'
62,Q003281.14.4,13'
63,Q003281.14.5,13'
64,Q003281.15.1,14'
65,Q003281.15.2,14'
66,Q003281.15.3,14'
67,Q003281.15.4,14'
68,Q003281.15.5,14'
0,Q003407.2.1,o 1
1,Q003407.2.2,o 1
2,Q003407.2.3,o 1
3,Q003407.2.4,o 1
4,Q003407.3.1,o 2
5,Q003407.3.2,o 2
6,Q003407.3.3,o 2
7,Q003407.3.4,o 1 - o 2
8,Q003407.3.5,o 1 - o 2
9,Q003407.3.5,o 1 - o 2
10,Q003407.4.1,o 3
11,Q003407.4.2,o 3
12,Q003407.4.3,o 3
13,Q003407.4.4,o 3
14,Q003407.4.5,o 3
15,Q003407.4.6,o 3
16,Q003407.4.7,o 3
17,Q003407.5.1,o 4
18,Q003407.5.2,o 4
19,Q003407.5.3,o 4
20,Q003407.5.4,o 4
21,Q003407.5.5,o 4
22,Q003407.5.6,o 4
23,Q003407.5.7,o 4
24,Q003407.5.8,o 4
25,Q003407.5.9,o 4
26,Q003407.6.1,o 5
27,Q003407.6.2,o 5
28,Q003407.6.3,o 5
29,Q003407.6.4,o 5
30,Q003407.6.5,o 5
31,Q003407.6.6,o 5
32,Q003407.6.7,o 5
33,Q003407.6.8,o 5
34,Q003407.6.9,o 5
35,Q003407.7.1,o 6
36,Q003407.7.2,o 6
37,Q003407.7.3,o 6
38,Q003407.7.4,o 6
39,Q003407.7.5,o 6
40,Q003407.7.6,o 6
41,Q003407.7.7,o 6
42,Q003407.7.8,o 6
43,Q003407.7.9,o 6
44,Q003407.8.1,o 7
45,Q003407.8.2,o 7
46,Q003407.8.3,o 7
47,Q003407.8.4,o 7
48,Q003407.8.5,o 7
49,Q003407.8.6,o 7
50,Q003407.8.7,o 7
51,Q003407.8.8,o 7
52,Q003407.9.1,o 8
53,Q003407.9.2,o 8
0,Q003345.3.1,o 1'
1,Q003345.3.2,o 1'
2,Q003345.4.1,o 2'
3,Q003345.4.2,o 2'
4,Q003345.4.3,o 2'
5,Q003345.4.4,o 2'
6,Q003345.4.5,o 2'
7,Q003345.5.1,o 3'
8,Q003345.5.2,o 3'
9,Q003345.5.3,o 3'
10,Q003345.5.4,o 3'
11,Q003345.5.5,o 3'
12,Q003345.5.6,o 3'
13,Q003345.5.7,o 3'
14,Q003345.5.8,o 3'
15,Q003345.6.1,o 4'
16,Q003345.6.2,o 4'
17,Q003345.6.3,o 4'
18,Q003345.6.4,o 4'
19,Q003345.6.5,o 4'
20,Q003345.7.1,o 5'
21,Q003345.7.2,o 5'
22,Q003345.7.3,o 5'
23,Q003345.7.4,o 5'
24,Q003345.7.5,o 5'
25,Q003345.8.1,o 6'
26,Q003345.8.2,o 6'
27,Q003345.8.3,o 6'
28,Q003345.8.4,o 6'
