0	1	adê	adû	NOUN	N	Case=Nom|Focus=No|Gender=Masc|NounBase=Free|Number=Plur	_	_	_	_
1	2	ša	ša	ADP	PRP	_	3	case	_	_
2	3	Zakute	zakute	PROPN	PN	Case=Gen|Gender=Fem|Number=Sing	1	nmod	_	_
3	4	issi ēkalli	sinnišat ēkalli	NOUN	NOUN	Case=Gen|Gender=Fem|Number=Sing	3	appos	_	_
4	5	ša	ša	ADP	PRP	_	6	case	_	_
5	6	Sin-ahhe-eriba	sin-ahhe-eriba	PROPN	PN	Case=Gen|Gender=Masc|Number=Sing	4	nmod	_	_
6	7	šar	šarru	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Sing	6	appos	_	_
7	8	Mat-Aššur	mat-aššur	PROPN	GN	Case=Gen|Gender=Fem|Number=Sing	7	nmod:poss	_	_
8	9	ummi	ummu	NOUN	N	Case=Gen|Gender=Fem|NounBase=Bound|Number=Sing	3	appos	_	_
9	10	Aššur-ahu-iddina	aššur-ahu-iddina	PROPN	PN	Case=Gen|Gender=Masc|Number=Sing	9	nmod	_	_
10	11	šar	šarru	NOUN	N	Case=Gen|Focus=No|Gender=Masc|NounBase=Bound|Number=Sing	10	appos	_	_
11	12	Mat-Aššur	mat-aššur	PROPN	GN	Case=Gen|Gender=Fem|Number=Sing	11	nmod:poss	_	_
12	13	issi	išti	ADP	PRP	_	14	case	_	_
13	14	Šamaš-šumu-ukin	šamaš-šumu-ukin	PROPN	PN	Case=Gen|Focus=No|Gender=Masc|NounBase=Free|Number=Sing	1	nmod	_	_
14	15	ahi	ahu	NOUN	N	Case=Gen|Gender=Masc|NounBase=Free|Number=Sing	14	appos	_	_
15	16	talīmēšu	talīmu	NOUN	N	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Masc|PossSuffNum=Sing|PossSuffPer=3	15	nmod:poss	_	_
16	17	issi	išti	ADP	PRP	_	18	case	_	_
17	18	Šamaš-metu-uballiṭ	šamaš-metu-uballiṭ	PROPN	PN	Case=Gen|Gender=Masc|Number=Sing	14	conj	_	_
18	19	u	u	CONJ	CNJ	_	20	cc	_	_
19	20	rēhte	rēhtu	NOUN	N	Case=Gen|Gender=Fem|NounBase=Bound|Number=Sing	18	conj	_	_
20	21	ahhēšu	ahu	NOUN	N	Case=Gen|Focus=No|Gender=Masc|NounBase=Free|Number=Plur|PossSuffGen=Masc|PossSuffNum=Sing|PossSuffPer=3	20	nmod:poss	_	_
21	22	issi	išti	ADP	PRP	_	23	case	_	_
22	23	zār	zēru	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Sing	18	conj	_	_
23	24	šarri	šarru	NOUN	N	Case=Gen|Gender=Masc|Number=Sing	23	nmod	_	_
24	25	issi	išti	ADP	PRP	_	26	case	_	_
25	26	rabiūti	rabû	ADJ	AJ	Case=Gen|Gender=Masc|Number=Plur	18	conj	_	_
26	27	pāhāti	pīhātu	NOUN	N	Case=Gen|Gender=Fem|Number=Plur	18	conj	_	_
27	28	ša-ziqni	ša-ziqni	NOUN	N	Case=Gen|Gender=Masc|Number=Plur	27	conj	_	_
28	29	ša-rēšāni	ša-rēši	NOUN	N	Case=Gen|Gender=Masc|NounBase=Free|Number=Plur	28	conj	_	_
29	30	mazzāz	mazzizu	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Sing	18	conj	_	_
30	31	pāni	pānu	NOUN	N	Case=Gen|Gender=Masc|Number=Plur	30	nmod:poss	_	_
31	32	issi	išti	ADP	PRP	_	33	case	_	_
32	33	zakkê	zakkû	NOUN	N	Case=Gen|Gender=Masc|Number=Plur	18	conj	_	_
33	34	u	u	CONJ	CNJ	_	35	cc	_	_
34	35	ērib	ēribu	NOUN	N	Gender=Masc|Number=Sing|Case=Gen|NounBase=Bound	33	conj	_	_
35	36	ēkalli	ēkallu	NOUN	N	Case=Gen|Gender=Masc|Number=Sing	35	dep	_	_
36	37	gabbu	gabbu	DET	DP	_	35	det	_	_
37	38	o	o	X	X	_	_	_	_	_
38	39	issi	išti	ADP	PRP	_	40	case	_	_
39	40	marʾē	māru	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Plur	18	conj	_	_
40	41	Mat-Aššur	mat-aššur	PROPN	GN	Case=Gen|Gender=Fem|Number=Sing	40	nmod	_	_
41	42	qallu	qallu	ADJ	AJ	Case=Gen|Gender=Masc|NounBase=Free|Number=Sing	40	amod	_	_
42	43	dannu	dannu	ADJ	AJ	Case=Gen|Gender=Masc|Number=Sing	42	amod	_	_
43	44	mannu	mannu	PRON	QP	Case=Nom|Gender=Masc|Number=Sing	_	_	_	_
44	45	ša	ša	PRON	REL	_	47	nsubj	_	_
45	46	ina	ina	ADP	PRP	_	47	case	_	_
46	47	libbi	libbu	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Sing	44	acl	_	_
47	48	adê	adû	NOUN	N	Case=Gen|Focus=No|Gender=Masc|NounBase=Free|Number=Plur	47	nmod:poss	_	_
48	49	annūte	annû	DET	DP	Case=Gen|Gender=Masc|Number=Plur	48	det	_	_
49	50	ša	ša	PRON	REL	_	63	obj	_	_
50	51	Zakute	zakute	PROPN	PN	Case=Nom|Gender=Fem|Number=Sing	63	nsubj	_	_
51	52	issi ēkalli	sinnišat ēkalli	NOUN	N	Case=Nom|Gender=Fem|Number=Sing	51	appos	_	_
52	53	ina	ina	ADP	PRP	_	54	case	_	_
53	54	muhhi	muhhu	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Sing	63	obl	_	_
54	55	Aššur-bani-apli	aššur-bani-apli	PROPN	PN	Case=Gen|Gender=Masc|Number=Sing	54	nmod	_	_
55	56	mār	māru	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Sing	55	appos	_	_
56	57	lib-libbīša	līp-līpi	NOUN	N	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Fem|PossSuffNum=Sing|PossSuffPer=3	56	nmod:poss	_	_
57	58	hadî	hadû	ADJ	AJ	Case=Gen|Gender=Masc|NounBase=Free|Number=Sing	56	amod	_	_
58	59	issi	išti	ADP	PRP	_	60	case	_	_
59	60	nišē	nišu	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Plur	63	obl	_	_
60	61	māti	mātu	NOUN	N	Case=Gen|Gender=Fem|Number=Sing	60	nmod	_	_
61	62	gabbu	gabbu	DET	DP	_	60	det	_	_
62	63	taškunūni	šakānu	VERB	V	Gender=Fem|Mood=Ind|Number=Sing|Person=3|SubSuff=Yes|VerbForm=Ind|VerbStem=G	48	acl	_	_
63	64	mannu	mannu	PRON	XP	Case=Nom|Gender=Masc|Number=Sing	_	_	_	_
64	65	ša	ša	PRON	REL	_	81	nsubj	_	_
65	66	abutu	awātu	NOUN	N	Case=Acc|Gender=Fem|Number=Sing	81	obj	_	_
66	67	lā	lā	PART	NEG	_	68	advmod	_	_
67	68	deʾiqtu	damqu	ADJ	AJ	Case=Acc|Gender=Fem|Number=Sing	66	amod	_	_
68	69	lā	lā	PART	NEG	_	70	advmod	_	_
69	70	ṭābtu	ṭābu	ADJ	AJ	Case=Acc|Focus=No|Gender=Fem|NounBase=Free|Number=Sing	66	amod	_	_
70	71	u	u	CONJ	CNJ	_	72	cc	_	_
71	72	nabalkattu	nabalkattu	NOUN	N	Case=Acc|Gender=Fem|NounBase=Free|Number=Sing	66	conj	_	_
72	73	ina	ina	ADP	PRP	_	74	case	_	_
73	74	muhhi	muhhu	NOUN	N	Case=Gen|Focus=No|Gender=Masc|NounBase=Bound|Number=Sing	81	obl	_	_
74	75	Aššur-bani-apli	aššur-bani-apli	PROPN	PN	Case=Gen|Gender=Masc|Number=Sing	74	nmod	_	_
75	76	šar	šarru	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Sing	75	appos	_	_
76	77	Mat-Aššur	mat-aššur	PROPN	GN	Case=Gen|Gender=Fem|Number=Sing	76	nmod:poss	_	_
77	78	bēlikunu	bēlu	NOUN	N	Case=Gen|Focus=No|Gender=Masc|NounBase=Free|Number=Sing|PossSuffGen=Masc|PossSuffNum=Plur|PossSuffPer=2	75	appos	_	_
78	79	x	x	X	X	_	_	_	_	_
79	80	x	x	X	X	_	_	_	_	_
80	81	tasalliʾāni	salāʾu	VERB	V	Gender=Masc|Mood=Ind|Number=Plur|Person=2|SubSuff=Yes|Tense=Pres|VerbForm=Fin|VerbStem=G	64	acl	_	_
81	82	teppašāni	epēšu	VERB	V	Gender=Masc|Mood=Ind|Number=Plur|Person=2|SubSuff=Yes|Tense=Pres|VerbForm=Fin|VerbStem=G	_	_	_	_
82	83	niklu	niklu	NOUN	N	Case=Acc|Gender=Masc|NounBase=Free|Number=Sing	98	obj	_	_
83	84	lā	lā	PART	NEG	_	85	advmod	_	_
84	85	danqu	damqu	ADJ	AJ	Case=Acc|Gender=Masc|Number=Sing	83	amod	_	_
85	86	dabābu	dabābu	VERB	V	Case=Acc|Gender=Masc|Number=Sing|VerbForm=Inf|VerbStem=G	83	conj	_	_
86	87	lā	lā	PART	NEG	_	88	advmod	_	_
