0	1	x	x	X	X	_	0	ROOT	_	_
1	2	x	x	X	X	_	_	_	_	_
2	3	x	x	X	X	_	_	_	_	_
3	4	x	x	X	X	_	_	_	_	_
4	5	ša	ša	PRON	PRON	_	6	case	_	_
5	6	{1}{d}30-PAB-MEŠ-SU	{1}{d}30-pab-meš-su	PROPN	PROPN	Case=Gen|Gender=Masc|Number=Sing	9	nsubj	_	_
6	7	MAN	man	NOUN	N	Gender=Masc|NounBase=Bound|Number=Sing	6	appos	_	_
7	8	KUR-aš-šur{KI	kur-aš-šur{ki	PROPN	GN	Case=Gen|Gender=Fem|Number=Sing	7	nmod:poss	_	SpaceAfter=No
8	10	EN-ku-nu	en-ku-nu	NOUN	V	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Masc|PossSuffNum=Plur|PossSuffPer=3	_	_	_	_
9	11	x	x	X	X	_	_	_	_	_
10	12	x	x	X	X	_	_	_	_	_
11	13	x	x	X	X	_	_	_	_	_
12	14	x	x	X	X	_	_	_	_	_
13	15	iš-ku-na-ka-nu-ni	iš-ku-na-ka-nu-ni	VERB	VERB	Gender=Masc|Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|VerbStem=G|VerbSuffGen=Com|VerbSuffNum=Sing|VerbSuffPer=1	21	advcl	_	_
14	16	a-bu-tu₂	abutu	NOUN	NOUN	Case=Acc|Gender=Fem|Number=Sing	18	dep	_	_
15	17	la	lā	PART	PART	_	18	advmod	_	_
16	18	de-iq-tu₂	de-iq-tu₂	NOUN	NOUN	Case=Nom|Gender=Fem|Number=Sing	21	nsubj	_	_
17	19	ta-šam-ma-a-ni	ta-šam-ma-a-ni	ADJ	PRON	Case=Acc|Focus=Yes|Gender=Masc|NounBase=Free|Number=Sing	21	advmod	_	_
18	20	la	lā	PART	PART	_	21	advmod	_	_
19	21	ta-qab-ba-a-ni	ta-qab-ba-a-ni	VERB	VERB	Gender=Com|Mood=Ind|Number=Plur|Person=1|Tense=Past|VerbForm=Fin|VerbStem=G	_	_	_	_
20	22	a-na	ana	ADP	ADP	_	23	case	_	_
21	23	{1}{d}30-PAB-MEŠ-SU	{1}{d}30-pab-meš-su	PROPN	PROPN	Case=Gen|Gender=Masc|Number=Sing	21	dep	_	_
22	24	MAN	man	NOUN	N	Gender=Masc|NounBase=Bound|Number=Sing	23	appos	_	_
23	25	KUR-aš-šur{KI	kur-aš-šur{ki	PROPN	GN	Case=Gen|Gender=Fem|Number=Sing	24	nmod:poss	_	SpaceAfter=No
24	27	EN-ku-nu	en-ku-nu	ADP	PRON	PrepSuffGen=Masc|PrepSuffNum=Plur|PrepSuffPer=3	29	obl	_	_
25	28	la	lā	PART	PART	_	29	advmod	_	_
