0	1	ēkal	ēkallu	NOUN	N	Case=Acc|Focus=No|Gender=Masc|NounBase=Bound|Number=Sing	0	ROOT	_	_
1	2	Aššur-ahu-iddina	aššur-ahu-iddina	PROPN	PN	Case=Gen|Gender=Masc|Number=Sing	1	nmod:poss	_	_
2	3	šarru	šarru	NOUN	N	Case=Nom|Gender=Masc|NounBase=Free|Number=Sing	2	appos	_	_
3	4	rabû	rabû	ADJ	AJ	Case=Nom|Gender=Masc|Number=Sing	3	amod	_	_
4	5	šarru	šarru	NOUN	N	Case=Nom|Gender=Masc|NounBase=Free|Number=Sing	2	appos	_	_
5	6	dannu	dannu	ADJ	AJ	Case=Nom|Gender=Masc|Number=Sing	5	amod	_	_
6	7	šar	šarru	NOUN	N	Case=Nom|Gender=Masc|NounBase=Bound|Number=Sing	2	appos	_	_
7	8	kiššati	kiššatu	NOUN	N	Case=Gen|Gender=Fem|NounBase=Free|Number=Sing	7	nmod:poss	_	_
8	9	šar	šarru	NOUN	N	Case=Nom|Gender=Masc|NounBase=Bound|Number=Sing	2	appos	_	_
9	10	māt	mātu	NOUN	N	Case=Gen|Gender=Fem|NounBase=Bound|Number=Sing	9	nmod:poss	_	_
10	11	Aššur	aššur	PROPN	GN	Case=Gen|Gender=Masc|Number=Sing	10	nmod:poss	_	_
11	12	šakkanak	šakkanakku	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Sing	2	appos	_	_
12	13	Babili	babili	PROPN	SN	Case=Gen|Gender=Masc|Number=Sing	12	nmod:poss	_	_
13	14	šar	šarru	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Sing	2	appos	_	_
14	15	māt	mātu	NOUN	N	Case=Gen|Gender=Fem|NounBase=Bound|Number=Sing	14	nmod:poss	_	_
15	16	Šumeri	šumeri	PROPN	GN	Case=Gen|Gender=Masc|Number=Sing	15	nmod:poss	_	_
16	17	u	u	CONJ	CNJ	_	18	cc	_	_
17	18	Akkadi	akkadi	PROPN	GN	Case=Gen|Gender=Masc|Number=Sing	16	conj	_	_
18	19	šar	šarru	NOUN	N	Case=Nom|Gender=Masc|NounBase=Bound|Number=Sing	2	appos	_	_
19	20	Karduniaš	karduniaš	PROPN	GN	Gender=Masc|Number=Sing|Case=Gen	19	nmod:poss	_	_
20	21	x	x	X	X	_	_	_	_	_
