0	1	ēkal	ēkallu	NOUN	N	Case=Acc|Focus=No|Gender=Masc|NounBase=Bound|Number=Sing	0	ROOT	_	_
1	2	Aššur-ahu-iddina	aššur-ahu-iddina	PROPN	PN	Case=Gen|Gender=Masc|Number=Sing	1	nmod:poss	_	_
2	3	šar	šarru	NOUN	N	Gender=Masc|NounBase=Bound|Number=Sing|Case=Nom	2	appos	_	_
3	4	māt	mātu	NOUN	N	Case=Gen|Gender=Fem|NounBase=Bound|Number=Sing	3	nmod:poss	_	_
4	5	Aššur	aššur	PROPN	GN	Case=Gen|Gender=Masc|Number=Sing	4	nmod:poss	_	_
5	6	mār	māru	NOUN	N	Case=Nom|Gender=Masc|NounBase=Bound|Number=Sing	2	appos	_	_
6	7	Sin-ahhe-eriba	sin-ahhe-eriba	PROPN	PN	Case=Gen|Gender=Masc|Number=Sing	6	nmod:poss	_	_
7	8	šar	šarru	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Sing	7	appos	_	_
8	9	māt	mātu	NOUN	N	Case=Gen|Gender=Fem|NounBase=Bound|Number=Sing	8	nmod:poss	_	_
9	10	Aššur	aššur	PROPN	GN	Case=Gen|Gender=Masc|Number=Sing	9	nmod:poss	_	_
10	11	mār	māru	NOUN	N	Case=Nom|Gender=Masc|NounBase=Bound|Number=Sing	7	appos	_	_
11	12	Šarru-ukin	šarru-ukin	PROPN	PN	Case=Gen|Gender=Masc|Number=Sing	11	nmod:poss	_	_
12	13	šar	šarru	NOUN	N	Case=Nom|Gender=Masc|NounBase=Bound|Number=Sing	12	appos	_	_
13	14	māt	mātu	NOUN	N	Case=Gen|Gender=Fem|NounBase=Bound|Number=Sing	13	nmod:poss	_	_
14	15	Aššurma	aššurma	PROPN	GN	Gender=Masc|Number=Sing|Case=Gen|Focus=Yes	14	nmod:poss	_	_
