0	1	E₂.GAL	e₂.gal	NOUN	N	Gender=Fem|NounBase=Bound|Number=Sing	0	ROOT	_	_
1	2	{m}aš-šur-PAP-AŠ	{m}aš-šur-pap-aš	PROPN	RN	Gender=Masc	1	nmod:poss	_	_
2	3	MAN	man	NOUN	N	Case=Nom|Gender=Masc|NounBase=Free|Number=Sing	2	appos	_	_
3	4	dan-nu	dannu	ADJ	AJ	Case=Nom|Gender=Masc|Number=Sing	3	amod	_	_
4	5	MAN	man	NOUN	N	Gender=Masc|NounBase=Bound|Number=Sing	2	appos	_	_
5	6	ŠU₂	šu₂	NOUN	N	Case=Gen|Gender=Fem|NounBase=Free|Number=Sing	5	nmod:poss	_	_
6	7	MAN	man	NOUN	N	Gender=Masc|NounBase=Bound|Number=Sing	2	appos	_	_
7	8	KUR	kur	NOUN	N	Gender=Fem|NounBase=Bound|Number=Sing	7	nmod:poss	_	_
8	9	AŠ	aš	PROPN	GN	Gender=Masc	8	nmod:poss	_	_
9	10	DUMU	dumu	NOUN	N	Gender=Masc|NounBase=Bound|Number=Sing	2	appos	_	_
10	11	{m}{d}30-PAP.MEŠ-SU	{m}{d}30-pap.meš-su	PROPN	PN	Case=Gen|Gender=Masc|Number=Sing	10	nmod:poss	_	_
11	12	MAN	man	NOUN	N	Gender=Masc|NounBase=Bound|Number=Sing	2	appos	_	_
12	13	KUR	kur	NOUN	N	Gender=Fem|NounBase=Bound|Number=Sing	12	nmod:poss	_	_
13	14	AŠ	aš	PROPN	GN	Gender=Masc	13	nmod:poss	_	_
14	15	A	a	NOUN	N	Gender=Masc|NounBase=Bound|Number=Sing	2	appos	_	_
15	16	{m}MAN-GIN	{m}man-gin	PROPN	RN	Gender=Masc	15	nmod:poss	_	_
16	17	MAN	man	NOUN	N	Gender=Masc|NounBase=Bound|Number=Sing	16	appos	_	_
17	18	KUR	kur	NOUN	N	Gender=Fem|NounBase=Bound|Number=Sing	17	nmod:poss	_	_
18	19	AŠ	aš	PROPN	GN	Gender=Masc	18	nmod:poss	_	_
19	1	 	 	PROPN	DN	Gender=Fem	0	ROOT	_	SpaceAfter=No
