0	1	ana	ana	ADP	ADP	_	2	case	_	_
1	2	šarri	šarru	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	0	ROOT	_	_
2	3	bēlīya	bēlu	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Com|PossSuffNum=Sing|PossSuffPer=1	2	appos	_	_
3	4	urdaka	ardu	NOUN	NOUN	Case=Nom|Gender=Masc|Number=Sing|PossSuffNum=Sing|PossSuffPer=2	2	nsubj	_	_
4	5	Ṭab-šar-Aššur	ṭab-šar-aššur	PROPN	PROPN	Case=Nom|Gender=Masc|Number=Sing	4	appos	_	_
5	1	lū	lū	PART	PART	_	2	advmod	_	_
6	2	šulmu	šulmu	NOUN	NOUN	Case=Nom|Gender=Masc|Number=Sing	0	ROOT	_	_
7	3	ana	ana	ADP	ADP	_	4	case	_	_
8	4	šarri	šarru	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	2	nsubj	_	_
9	5	bēlīya	bēlu	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Com|PossSuffNum=Sing|PossSuffPer=1	4	appos	_	_
10	1	ūm	ūmu	NOUN	NOUN	Gender=Masc|NounBase=Bound|Number=Sing	14	obl	_	_
11	2	27-KAM₂	27-kam₂	ADJ	ADJ	_	1	amod	_	_
12	3	rab kiṣir	rab kiṣir	NOUN	NOUN	Case=Acc|Gender=Masc|Number=Sing	14	nsubj	_	_
13	4	ša	ša	ADP	ADP	_	5	case	_	_
14	5	rab	rabû	NOUN	NOUN	Case=Gen|Gender=Masc|NounStem=Bound|Number=Sing	3	nmod	_	_
15	6	ša-rēši	ša-rēši	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Plur	5	nmod	_	_
16	7	unqi	unqu	NOUN	NOUN	Case=Acc|Gender=Masc|NounStem=Bound|Number=Sing	14	obl	_	_
17	8	šarri	šarru	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	7	nmod	_	_
18	9	ina	ina	ADP	ADP	_	10	case	_	_
19	10	libbi	libbu	NOUN	NOUN	Case=Gen|Gender=Masc|NounBase=Free|Number=Sing	14	obl	_	_
20	11	Anisu	anisu	PROPN	GN	Case=Gen|Gender=Masc|Number=Sing	10	nmod	_	_
21	12	ina	ina	ADP	ADP	_	13	case	_	_
22	13	muhhīya	muhhu	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing|PossSuffNum=Sing|PossSuffPer=1	14	iobj	_	_
23	14	naṣa	našû	VERB	VERB	Gender=Masc|Mood=Ind|Number=Sing|Person=3|Ventive=Yes|VerbForm=Stat|VerbStem=G	0	ROOT	_	_
24	1	mār	māru	NOUN	NOUN	Gender=Masc|NounBase=Bound|Number=Sing	11	nsubj	_	_
25	2	šipri	šipru	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	1	nmod	_	_
26	3	ša	ša	ADP	ADP	_	4	case	_	_
27	4	rab	rabû	NOUN	NOUN	Gender=Masc|NounStem=Bound|Number=Sing	1	nmod	_	_
28	5	bīrte	birtu	NOUN	NOUN	Case=Gen|Gender=Fem|Number=Sing	4	nmod	_	_
29	6	ina	ina	ADP	ADP	_	7	case	_	_
30	7	libbi	libbu	NOUN	NOUN	Case=Gen|Gender=Masc|NounStem=Bound|Number=Sing	11	obl	_	_
31	8	Anisu	anisu	PROPN	GN	Case=Gen|Gender=Masc|Number=Sing	7	nmod	_	_
32	9	ina	ina	ADP	ADP	_	10	case	_	_
33	10	muhhīya	muhhu	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing|PossSuffNum=Sing|PossSuffPer=1	11	obl	_	_
34	11	ittalka	alāku	VERB	VERB	Gender=Masc|Mood=Ind|Number=Sing|Person=3|Tense=Perf|Ventive=Yes|VerbForm=Fin|VerbStem=G	0	ROOT	_	_
35	1	ana	ana	ADP	ADP	_	2	case	_	_
36	2	muhhi	muhhu	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	4	obl	_	_
37	3	ṭēme	ṭēmu	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	2	nmod	_	_
38	4	assaʾalšu	šâlu	VERB	VERB	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G|VerbSuffGen=Masc|VerbSuffNum=Sing|VerbSuffPer=3	0	ROOT	_	_
39	1	mā	mā	PART	Quotative	_	2	discourse	_	_
40	2	šulmu	šulmu	NOUN	NOUN	Case=Nom|Gender=Masc|Number=Sing	0	ROOT	_	_
41	3	ana	ana	ADP	ADP	_	4	case	_	_
42	4	Birate	birate	PROPN	PROPN	Case=Gen|Gender=Masc|Number=Sing	2	nsubj	_	_
43	5	mā	mā	ADP	Quotative	_	7	discourse	_	_
44	6	Habhu	habhu	PROPN	GN	Case=Gen|Gender=Masc|Number=Sing	4	conj	_	_
45	7	gabbu	gabbu	DET	DET	_	6	det	_	_
46	1	yāmuttu	yamattu	DET	DET	_	3	nsubj	_	_
47	2	dullušu	dullu	NOUN	NOUN	Gender=Masc|Number=Sing|Case=Acc|PossSuffNum=Sing|PossSuffPer=3|PossSuffGen=Masc	3	obj	_	_
48	3	eppaš	epēšu	VERB	VERB	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|VerbStem=G	0	ROOT	_	_
49	1	šulmu	šulmu	NOUN	NOUN	Case=Nom|Gender=Masc|Number=Sing	0	ROOT	_	_
50	2	adanniš	adanniš	ADV	ADV	_	1	nsubj	_	_
51	1	libbu	libbu	NOUN	NOUN	Case=Nom|Gender=Masc|Number=Sing	6	nsubj	_	_
52	2	ša	ša	ADP	ADP	_	3	case	_	_
53	3	šarri	šarru	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	1	nmod	_	_
54	4	bēlīya	bēlu	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing|PossSuffNum=Sing|PossSuffPer=1	3	appos	_	_
55	5	lū	lū	PART	PART	_	6	advmod	_	_
56	6	ṭāb	ṭābu	VERB	VERB	Gender=Masc|Number=Sing|Person=3|VerbForm=Stat|VerbStem=G	0	ROOT	_	_
57	1	ūm	ūmu	NOUN	NOUN	Gender=Masc|NounBase=Bound|Number=Sing	4	obl	_	_
58	2	28-KAM₂	28-kam₂	ADJ	ADJ	_	1	amod	_	_
59	3	ina	ina	ADP	ADP	_	4	case	_	_
60	4	Yeri	yeri	PROPN	PROPN	Case=Gen|Gender=Masc|Number=Sing	0	ROOT	_	_
61	5	anāku	anāku	PRON	PRON	Case=Nom|Gender=Com|Number=Sing|Person=1	5	nsubj	_	SpaceAfter=No
