0	1	ana	ana	ADP	ADP	_	2	case	_	_
1	2	šarri	šarru	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	0	ROOT	_	_
2	3	bēlīya	bēlu	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Com|PossSuffNum=Sing|PossSuffPer=1	2	appos	_	_
3	4	urdaka	ardu	NOUN	NOUN	Gender=Masc|Number=Sing|PossSuffGen=Masc|PossSuffNum=Sing|PossSuffPer=2	2	nsubj	_	_
4	5	Ilu-iqbi	ilu-iqbi	PROPN	PN	Gender=Masc|Number=Sing	4	appos	_	_
5	1	namru	nimru	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Plur	7	obj	_	_
6	2	ša	ša	PRON	PRON	_	4	nsubj	_	_
7	3	ina	ina	ADP	ADP	_	4	case	_	_
8	4	imitti	imittu	NOUN	N	Case=Gen|Gender=Masc|Number=Sing	1	acl	_	_
9	5	ša	ša	DET	ADP	_	6	case	_	_
10	6	ili	ilu	NOUN	N	Case=Gen|Gender=Masc|NounBase=Free|Number=Sing	4	nmod	_	_
11	7	azzaqap	zaqāpu	VERB	VERB	Gender=Com|Number=Sing|Person=1|Tense=Perf|Mood=Ind|VerbForm=Fin|VerbStem=G	0	ROOT	_	_
12	1	ina	ina	ADP	PRP	_	2	case	_	_
13	2	muhhi	muhhu	NOUN	NOUN	Case=Gen|Gender=Masc|NounStem=Bound|Number=Sing	4	obl	_	_
14	3	šubti	šubtu	NOUN	NOUN	Case=Gen|Gender=Fem|Number=Sing	2	nmod	_	_
15	4	kūnu	kūnu	ADJ	ADJ	Gender=Masc|Number=Sing|Case=Nom	0	ROOT	_	_
16	5	x+x	x+x	X	X	_	_	_	_	_
17	6	x	x	X	X	_	_	_	_	_
18	1	libbu	libbu	NOUN	NOUN	Case=Nom|Gender=Masc|Number=Sing	6	nsubj	_	_
19	2	ša	ša	DET	ADP	_	3	case	_	_
20	3	šarri	šarru	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	1	nmod	_	_
21	4	bēlīya	bēlu	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Com|PossSuffNum=Sing|PossSuffPer=1	3	appos	_	_
22	5	lū	lū	PART	PART	_	6	advmod	_	_
23	6	ṭāb	ṭābu	VERB	VERB	Gender=Masc|Mood=Ind|Number=Sing|Person=3|VerbForm=Stat|VerbStem=G	0	ROOT	_	_
24	1	o	o	X	X	_	_	_	_	_
25	2	u	u	CONJ	CONJ	_	_	_	_	_
26	3	pi	pi	X	X	_	_	_	_	_
27	4	x+x	x+x	X	X	_	_	_	_	_
28	5	x	x	X	X	_	_	_	_	_
29	6	upaṭṭar	paṭāru	VERB	VERB	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|VerbStem=D	_	_	_	_
30	7	x	x	X	X	_	_	_	_	_
31	8	x	x	X	X	_	_	_	_	_
32	9	x	x	X	X	_	_	_	_	_
33	10	ana	ana	ADP	ADP	_	12	case	_	_
35	12	d}x+x	d}x+x	PROPN	DN	Case=Gen|Gender=Masc|Number=Plur	_	_	_	_
36	13	x	x	X	X	_	_	_	_	_
37	14	x	x	X	X	_	_	_	_	_
38	15	x	x	X	X	_	_	_	_	_
39	16	x	x	X	X	_	_	_	_	_
40	17	x	x	X	X	_	_	_	_	_
41	18	x	x	X	X	_	_	_	_	_
42	19	x	x	X	X	_	_	_	_	_
43	20	x	x	X	X	_	_	_	_	_
44	21	x	x	X	X	_	_	_	_	_
45	22	x	x	X	X	_	_	_	_	_
