0	1	a-na	a-na	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	0	ROOT	_	_
1	2	LUGAL	lugal	ADV	WN	_	1	dep	_	_
2	3	EN-ia	en-ia	VERB	N	Gender=Masc|Mood=Ind|Number=Plur|Person=3|Tense=Past|VerbForm=Fin|VerbStem=G	_	_	_	_
3	4	ARAD-ka	arad-ka	NOUN	RN	Gender=Masc|Number=Plur	_	_	_	_
4	6	1}DUG₃.GA-ṣil-E₂.ŠAR₂.RA	1}dug₃.ga-ṣil-e₂.šar₂.ra	NUM	VERB	_	_	_	_	_
5	7	lu	lu	PART	PART	_	6	conj	_	_
6	8	DI-mu	di-mu	NOUN	NOUN	Gender=Com|Number=Sing|Person=1|VerbForm=Stat	9	obj	_	_
7	9	a-na	a-na	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	_	_	_	_
8	10	LUGAL	lugal	ADV	WN	_	11	advmod	_	_
9	11	EN-ia	en-ia	NOUN	N	Gender=Fem|NounBase=Bound|Number=Sing	_	_	_	_
10	12	aš-šur	aš-šur	PROPN	V	Gender=Masc	11	conj	_	_
11	14	d}NIN.LIL₂	d}nin.lil₂	NOUN	N	Case=Acc|Gender=Fem|NounBase=Free|Number=Sing	15	obj	_	_
12	15	a-na	a-na	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	_	_	_	_
13	16	LUGAL	lugal	ADV	RP	_	17	advmod	_	_
14	17	EN-ia	en-ia	NOUN	N	Gender=Fem|NounBase=Bound|Number=Sing	_	_	_	_
15	18	lik-ru-bu	lik-ru-bu	ADJ	VERB	_	17	conj	_	_
16	19	ina	ina	ADP	PRP	_	20	case	_	_
17	20	UGU	ugu	X	X	_	_	_	_	_
18	22	GIŠ}MA₂-MEŠ	giš}ma₂-meš	X	X	_	_	_	_	_
19	23	ša	ša	ADP	PRP	_	24	case	_	_
20	24	LUGAL	lugal	NOUN	N	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Masc|PossSuffNum=Plur|PossSuffPer=3	22	nmod	_	_
21	25	be-li₂	be-li₂	NOUN	N	Case=Gen|Gender=Masc|Number=Sing	_	_	_	_
22	26	iš-pur-an-ni	iš-pur-an-ni	NUM	VERB	_	25	nmod:poss	_	_
23	27	o	o	X	X	_	_	_	_	_
24	28	ma-a	ma-a	X	X	_	_	_	_	_
25	29	ina	ina	ADP	PRP	_	30	case	_	_
26	30	SAG.DU	sag.du	NOUN	N	Case=Gen|Gender=Masc|Number=Sing	32	obl	_	_
27	31	ITI	iti	X	u	_	32	advmod	_	_
28	32	u₂-ga-mur	u₂-ga-mur	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|VerbStem=D	_	_	_	_
29	33	o	o	X	X	_	_	_	_	_
30	34	ma-a	ma-a	ADP	N	_	35	case	_	_
31	35	u₂-ma-a	u₂-ma-a	VERB	MN	_	36	advmod:emph	_	_
32	36	ITI-MEŠ	iti-meš	PROPN	V	Case=Gen|Gender=Masc|Number=Sing	_	_	_	_
33	37	gab-bu	gab-bu	NOUN	NOUN	Gender=Fem|Number=Sing	38	obj	_	_
34	38	ug-da-ad-me-ru	ug-da-ad-me-ru	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Past|VerbForm=Fin|VerbStem=S	_	_	_	_
35	39	ma-a	ma-a	ADP	X	_	_	_	_	_
36	41	GIŠ}MA₂-MEŠ	giš}ma₂-meš	X	X	_	43	obl	_	_
37	42	la-a-šu-u	la-a-šu-u	PART	PART	_	41	dep	_	_
38	43	ši-na	ši-na	NOUN	VERB	Case=Nom|Gender=Masc|Number=Sing	_	_	_	_
39	44	la-a	la-a	X	X	_	45	advmod	_	_
40	45	ki-i	ki-i	X	X	_	_	_	_	_
41	46	an-ni-e	an-ni-e	X	ADV	_	47	obj	_	_
42	47	a-na	a-na	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	_	_	_	_
43	48	LUGAL	lugal	ADV	WN	_	49	advmod	_	_
44	49	EN-ia	en-ia	NOUN	N	Case=Nom|Gender=Fem|NounBase=Free|Number=Sing	_	_	_	_
45	50	aš₂-pu-ra	aš₂-pu-ra	PROPN	SN	_	51	nsubj	_	_
46	51	nu-uk	nu-uk	VERB	VERB	Gender=Com|Mood=Ind|Number=Plur|Person=1|Tense=Pres|Ventive=Yes|VerbForm=Fin|VerbStem=G	_	_	_	_
47	52	03	03	NUM	NUM	_	54	nummod	_	_
48	54	GIŠ}MA₂-MEŠ	giš}ma₂-meš	X	X	_	_	_	_	_
49	55	ina	ina	ADP	PRP	_	56	case	_	_
50	56	UD	ud	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	_	_	_	_
51	57	01-KAM₂	01-kam₂	ADJ	ADJ	_	56	amod	_	_
52	58	ša	ša	ADP	PRP	_	_	_	_	_
53	60	ITI}BARAG	iti}barag	PROPN	u	Gender=Fem	59	nmod:poss	_	_
54	61	u₂-ga-mur	u₂-ga-mur	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|VerbStem=D	_	_	_	_
55	62	mu-uk	mu-uk	ADV	N	_	61	obj	_	_
56	63	04-tu₂	04-tu₂	NUM	NUM	_	65	nsubj	_	_
57	64	ina	ina	ADP	PRP	_	65	case	_	_
58	65	UD	ud	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	_	_	_	_
59	66	01-KAM₂	01-kam₂	ADJ	ADJ	_	65	amod	_	_
60	67	ša	ša	ADP	PRP	_	_	_	_	_
61	69	ITI}GUD	iti}gud	PROPN	N	Gender=Masc	70	obj	_	_
62	70	u₂-ga-mur	u₂-ga-mur	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|VerbStem=D	_	_	_	_
63	71	u₂-ma-a	u₂-ma-a	CONJ	CONJ	_	70	dep	_	_
64	72	an-nu-rig	an-nu-rig	ADV	ADV	_	_	_	_	_
65	73	x	x	X	X	_	_	_	_	_
66	75	GIŠ}MA₂-MEŠ	giš}ma₂-meš	X	X	_	_	_	_	_
67	76	ga-mu-ra	ga-mu-ra	NOUN	NOUN	_	_	_	_	_
68	77	x	x	X	X	_	_	_	_	_
69	78	x	x	X	X	_	_	_	_	_
70	79	x	x	X	X	_	_	_	_	_
71	80	x+x	x+x	X	X	_	_	_	_	_
72	81	ab	abu	NOUN	N	_	_	_	_	_
73	82	x	x	X	X	_	_	_	_	_
74	83	x	x	X	X	_	_	_	_	_
75	84	a-x+x	a-x+x	X	X	_	_	_	_	_
76	85	x	x	X	X	_	_	_	_	_
77	86	x	x	X	X	_	_	_	_	_
78	87	x	x	X	X	_	_	_	_	_
79	88	x	x	X	X	_	_	_	_	_
80	89	x	x	X	X	_	_	_	_	_
81	90	x	x	X	X	_	_	_	_	_
82	91	x	x	X	X	_	_	_	_	_
83	92	x	x	X	X	_	_	_	_	_
84	93	x	x	X	X	_	_	_	_	_
85	94	06	06	NUM	NUM	_	_	_	_	_
86	96	LU₂}ERIM-MEŠ	lu₂}erim-meš	X	X	_	_	_	_	_
87	97	x	x	X	X	_	_	_	_	_
88	98	x	x	X	X	_	_	_	_	_
89	99	x	x	X	X	_	_	_	_	_
90	100	x	x	X	X	_	_	_	_	_
91	101	x	x	X	X	_	_	_	_	_
92	102	x	x	X	X	_	_	_	_	_
93	103	x	x	X	X	_	_	_	_	_
94	104	u₃	u₃	X	X	_	_	_	_	_
95	106	MI₂}x+x	mi₂}x+x	PROPN	PN	Gender=Masc|Number=Sing	_	_	_	_
96	107	x	x	X	X	_	_	_	_	_
97	108	x	x	X	X	_	_	_	_	_
98	109	x	x	X	X	_	_	_	_	_
99	110	x	x	X	X	_	_	_	_	_
100	111	x	x	X	X	_	_	_	_	_
101	112	x	x	X	X	_	_	_	_	_
102	113	x	x	X	X	_	_	_	_	_
103	114	a-hu-u-la	a-hu-u-la	NOUN	NOUN	_	_	_	_	_
104	115	x+x	x+x	X	X	_	_	_	_	_
105	116	x	x	X	X	_	_	_	_	_
106	117	x	x	X	X	_	_	_	_	_
107	118	x	x	X	X	_	_	_	_	_
108	119	x	x	X	X	_	_	_	_	_
109	120	x	x	X	X	_	_	_	_	SpaceAfter=No
