0	1	x	x	X	X	_	0	ROOT	_	_
1	2	x	x	X	X	_	_	_	_	_
2	3	x	x	X	X	_	_	_	_	_
3	4	x	x	X	X	_	_	_	_	_
4	5	lu	lu	VERB	VERB	_	_	_	_	_
5	6	qur-bu	qur-bu	NOUN	NOUN	Case=Nom|Gender=Fem|Number=Plur	_	_	_	_
6	7	lu	lu	PART	X	_	_	_	_	_
7	8	x+x	x+x	X	X	_	_	_	_	_
8	9	x	x	X	X	_	_	_	_	_
9	10	x	x	X	X	_	_	_	_	_
10	11	x	x	X	X	_	_	_	_	_
11	12	x	x	X	X	_	_	_	_	_
12	13	at-tu-nu	at-tu-nu	X	X	_	_	_	_	_
13	14	ta-mu-ta	ta-mu-ta	X	X	_	_	_	_	_
14	15	x	x	X	X	_	_	_	_	_
15	16	x	x	X	X	_	_	_	_	_
16	17	u₂-ma-a	u₂-ma-a	X	X	_	_	_	_	_
17	18	an-nu-rig	an-nu-rig	ADV	ADV	_	19	advmod	_	_
18	19	a-sa-ap-rak-ku-nu	a-sa-ap-rak-ku-nu	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=D	20	advcl	_	_
19	20	a-du	a-du	VERB	VERB	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	_	_	_	_
20	21	an-na-ka	an-na-ka	NOUN	N	Gender=Masc|Number=Plur	22	obj	_	_
21	22	a-na-ku-ni	a-na-ku-ni	VERB	VERB	Gender=Masc|Mood=Imp|Number=Plur|Person=2|VerbStem=G	20	conj	_	_
22	23	ar₂-hiš	ar₂-hiš	ADV	ADV	_	_	_	_	_
23	24	o	o	X	X	_	_	_	_	_
24	25	x	x	X	X	_	_	_	_	_
25	26	x	x	X	X	_	_	_	_	_
26	27	x	x	X	X	_	_	_	_	_
27	28	x	x	X	X	_	_	_	_	_
28	29	x	x	X	X	_	_	_	_	_
29	30	x	x	X	X	_	_	_	_	_
30	31	ma-qa-rat	ma-qa-rat	NOUN	NOUN	_	_	_	_	_
31	32	ša	ša	ADP	PRP	_	_	_	_	_
32	34	ŠE}IN.NU	še}in.nu	NOUN	PN	Gender=Masc|Number=Sing	_	_	_	_
33	35	x	x	X	X	_	_	_	_	_
34	36	x	x	X	X	_	_	_	_	_
35	37	x	x	X	X	_	_	_	_	_
36	38	x	x	X	X	_	_	_	_	_
37	39	x	x	X	X	_	_	_	_	_
38	40	x	x	X	X	_	_	_	_	_
39	41	x	x	X	X	_	_	_	_	_
40	42	x	x	X	X	_	_	_	_	_
41	43	x	x	X	X	_	_	_	_	_
42	44	ina	ina	ADP	PRP	_	45	case	_	_
43	45	ŠU.2-ku-nu	šu.2-ku-nu	PROPN	X	Case=Gen|Gender=Masc|Number=Sing	46	obl	_	SpaceAfter=No
