0	1	x	x	X	X	_	_	_	_	_
1	2	x	x	X	X	_	_	_	_	_
2	3	x	x	X	X	_	_	_	_	_
3	4	x	x	X	X	_	_	_	_	_
4	5	pēthallu	pēthallu	NOUN	_	Gender=Masc|Number=Sing|Case=Nom	_	_	_	_
5	6	x	x	X	X	_	_	_	_	_
6	7	x	x	X	X	_	_	_	_	_
7	8	x	x	X	X	_	_	_	_	_
8	9	x	x	X	X	_	_	_	_	_
9	10	x+x	x+x	X	X	_	_	_	_	_
10	11	ni	ni	X	X	_	_	_	_	_
11	12	ša₂	ša₂	X	X	_	_	_	_	_
12	13	ina	ina	ADP	ADP	_	14	case	_	_
13	14	libbi	libbu	NOUN	NOUN	Gender=Masc|Number=Sing|Case=Gen	_	_	_	_
14	15	anākūni	anāku	PRON	_	Gender=Com|Number=Sing|Person=1|Case=Nom|SubSuff=Yes	14	nsubj	_	_
15	16	02	02	NUM	NUM	_	17	nummod	_	_
16	17	urāt	urû	NOUN	_	_	25	obj	_	_
17	18	ana	ana	ADP	ADP	_	19	case	_	_
18	19	Nemed	Nemed	PROPN	SN	_	25	iobj	_	SpaceAfter=No
20	21	Ištar	Ištar	PROPN	DN	_	19	nmod	_	_
21	22	02	02	NUM	NUM	_	25	obj	_	_
22	23	ana	ana	ADP	ADP	_	24	case	_	_
23	24	Sini	Sini	PROPN	SN	Case=Gen	25	iobj	_	_
24	25	ussēbīli	ubālu	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Past|VerbForm=Fin|VerbStem=D	0	ROOT	_	_
25	26	lā	lā	PART	MOD	_	27	advmod	_	_
26	27	ikšuda	kašādu	VERB	V	Gender=Masc|Mood=Ind|Number=Sing|Person=3|Subordinative=Yes|Tense=Pres|VerbForm=Fin|VerbStem=N	25	conj	_	_
27	1	šarru	šarru	NOUN	NOUN	Gender=Masc|Number=Sing|Case=Nom	3	nsubj	_	_
28	2	bēlī	bēlu	NOUN	NOUN	Gender=Masc|Number=Sing|Case=Nom|PossSuffNum=Sing|PossSuffPer=1|PossSuffGen=Com	1	appos	_	_
29	3	iššamme	šāmu	VERB	VERB	Gender=Masc|Number=Sing|Person=3|Tense=Pres|Mood=Ind|VerbForm=Fin|VerbStem=G	4	advmod	_	_
30	4	idūkanni	dūaku	VERB	VERB	Gender=Masc|Number=Sing|Person=3|Tense=Pres|Mood=Ind|VerbForm=Fin|VerbStem=G|VerbSuffNum=Sing|VerbSuffPer=1|VerbSuffGen=Com	0	ROOT	_	_
31	1	x	x	X	X	_	_	_	_	_
32	2	x	x	X	X	_	_	_	_	_
33	3	x	x	X	X	_	_	_	_	_
34	4	ibašši	bašû	VERB	VERB	_	_	_	_	_
