0	1	a-na	ana	ADP	ADP	_	2	case	_	_
1	2	LUGAL	lugal	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	0	ROOT	_	_
2	3	EN-ia	en-ia	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Com|PossSuffNum=Sing|PossSuffPer=1	2	appos	_	_
3	4	ARAD-ka	arad-ka	NOUN	NOUN	Case=Nom|Gender=Masc|Number=Sing|PossSuffGen=Masc|PossSuffNum=Sing|PossSuffPer=2	2	nsubj	_	_
4	6	1}gab-bu-ana-aš-šur	1}gab-bu-ana-aš-šur	PROPN	PN	Case=Nom|Gender=Masc|Number=Sing	4	appos	_	_
5	7	UGU	ugu	ADP	N	_	8	case	_	_
6	8	ṭe₃-me	ṭēme	NOUN	N	Case=Gen|Gender=Masc|Number=Sing	12	obl	_	_
7	9	ša	ša	ADP	ADP	_	10	case	_	_
8	11	KUR}URI-a.a	kur}uri-a.a	PROPN	PROPN	Case=Gen|Gender=Masc|Number=Sing	8	nmod	_	_
9	12	a-sa-par	assapar	VERB	VERB	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	_	_	_	_
10	13	nu-uk	nuk	PART	Quotative	_	15	discourse	_	_
11	14	mi₃-i-nu	mīnu	NOUN	NOUN	Gender=Masc|Number=Plur|PossSuffGen=Masc|PossSuffNum=Plur|PossSuffPer=3	15	dep	_	_
12	15	ṭe₃-en-šu₂-nu	ṭēnšunu	NOUN	N	Case=Gen|Gender=Masc|Number=Plur|PossSuffGen=Masc|PossSuffNum=Plur|PossSuffPer=3	27	obj	_	_
13	16	ma-a	mā	PART	Quotative	_	15	dep	_	_
14	17	06	06	NUM	NUM	_	18	nummod	_	_
15	19	LU₂}ERIM-MEŠ-ni	lu₂}erim-meš-ni	NOUN	NOUN	Case=Nom|Gender=Masc|Number=Plur	15	nmod	_	_
16	20	ša	ša	ADP	ADP	_	21	case	_	_
17	22	ZID₂}e-ṣi-di-a-te	zid₂}e-ṣi-di-a-te	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Plur	15	nmod	_	_
18	23	a-na	ana	ADP	ADP	_	24	case	_	_
19	25	URU}HAL.ṢU-MEŠ	uru}hal.ṣu-meš	NOUN	N	Case=Gen|Gender=Masc|Number=Plur	26	obl	_	_
20	26	u₂-še-lu-u-ni	ušēlûni	VERB	VERB	Gender=Com|Mood=Ind|Number=Sing|Person=1|SubSuff=Yes|Subordinative=Yes|Tense=Pres|VerbForm=Fin|VerbStem=G	15	conj	_	_
21	27	u₂-ṣab-bi-tu₂	uṣṣabbitu	VERB	VERB	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=D	_	_	_	_
22	28	a-na	ana	ADP	PRP	_	29	case	_	_
23	30	LU₂}GAL-E₂	lu₂}gal-e₂	NOUN	NOUN	Gender=Masc	33	iobj	_	_
24	32	LU₂}GAL-E₂	lu₂}gal-e₂	NOUN	NOUN	Case=Acc|Gender=Masc|Number=Sing	33	obj	_	_
25	33	a-sa-par	assapar	VERB	VERB	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	27	conj	_	_
26	34	nu-uk	nuk	PART	Quotative	Gender=Com|Number=Sing|Person=1	39	discourse	_	_
