0	1	ana	ana	ADP	PRP	_	2	case	_	_
1	2	šarri	šarru	NOUN	N	Case=Gen|Gender=Masc|Number=Sing	0	ROOT	_	_
2	3	bēlīya	bēlu	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Com|PossSuffNum=Sing|PossSuffPer=1	2	appos	_	_
3	4	urdaka	ardu	NOUN	NOUN	Case=Nom|Gender=Masc|Number=Sing|PossSuffGen=Masc|PossSuffNum=Sing|PossSuffPer=2	2	nsubj	_	_
4	5	Aššur-balti-niše	aššur-balti-niše	PROPN	PN	Case=Nom|Gender=Masc|Number=Sing	4	appos	_	_
5	1	lū	lū	PART	PART	_	2	advmod	_	_
6	2	šulmu	šulmu	NOUN	NOUN	Case=Nom|Gender=Masc|Number=Sing	0	ROOT	_	_
7	3	ana	ana	ADP	PRP	_	4	case	_	_
8	4	šarri	šarru	NOUN	N	Case=Gen|Gender=Masc|Number=Sing	2	nsubj	_	_
9	5	bēlīya	bēlu	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Com|PossSuffNum=Sing|PossSuffPer=1	4	appos	_	_
10	1	issu	ištu	ADP	PRP	_	2	case	_	_
11	2	muhhi	muhhu	NOUN	N	Case=Gen|Gender=Masc|Number=Sing	8	dislocated	_	_
12	3	hubte	hubtu	NOUN	N	Case=Gen|Gender=Masc|Number=Sing	2	nmod	_	_
13	4	ša	ša	PRON	PRON	_	7	obj	_	_
14	5	šarru	šarru	NOUN	N	Case=Nom|Gender=Masc|Number=Sing	7	nsubj	_	_
15	6	bēlī	bēlu	NOUN	N	Case=Nom|Gender=Masc|Number=Sing|PossSuffGen=Com|PossSuffNum=Sing|PossSuffPer=1	5	appos	_	_
16	7	išpuranni	šapāru	VERB	VERB	Gender=Masc|Mood=Ind|Number=Sing|Person=3|SubSuff=Yes|Tense=Past|Ventive=Yes|VerbForm=Fin|VerbStem=G|VerbSuffGen=Com|VerbSuffNum=Sing|VerbSuffPer=1	3	acl	_	_
17	8	attūbil	wabālu	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	0	ROOT	_	_
18	1	anāku	anāku	PRON	IP	Case=Nom|Gender=Com|Number=Sing|Person=1	7	nsubj	_	_
19	2	šaniu	šanû	NOUN	N	Case=Nom|Gender=Masc|Number=Sing	1	conj	_	_
20	3	issu	ištu	ADP	PRP	_	4	case	_	_
21	4	Tahalu	tahalu	PROPN	SN	Case=Gen	7	obl	_	_
22	5	adu	adi	ADP	PRP	_	6	case	_	_
23	6	Kar-Šamaš	kar-šamaš	PROPN	SN	Case=Gen|Gender=Masc|Number=Sing	7	obl	_	_
24	7	nussērib	erēbu	VERB	V	Gender=Com|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|VerbStem=Š	0	ROOT	_	_
25	8	nuptaqqid	paqādu	VERB	V	Gender=Com|Mood=Ind|Number=Plur|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=D	7	conj	_	_
26	1	kurummāti	kurummatu	NOUN	N	Case=Acc|Gender=Fem|Number=Plur	14	obj	_	_
27	2	ša	ša	ADP	PRP	_	3	case	_	_
28	3	urhi	arhu	NOUN	N	Case=Gen|Gender=Masc|NounState=Bound|Number=Sing	1	nmod	_	_
29	4	ūmāti	ūmu	NOUN	N	Case=Gen|Gender=Fem|Number=Plur	3	nmod	_	_
30	5	o	o	X	X	_	_	_	_	_
31	6	ina	ina	ADP	PRP	_	7	case	_	_
32	7	ša	ša	PRON	PRON	_	1	nmod	_	_
33	8	08	08	NUM	NUM	_	9	nummod	_	_
34	9	qâ	qû	NOUN	N	Case=Gen|Gender=Masc|Number=Plur	7	nmod	_	_
35	11	qāt	qātu	NOUN	N	_	1	conj	_	_
36	12	ṭābti	ṭabtu	NOUN	NOUN	Case=Gen|Gender=Fem|Number=Sing	11	nmod	_	_
37	13	kudimme	kudimmu	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	1	conj	_	_
38	14	attidin	tadānu	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	0	ROOT	_	_
39	1	šulmu	šulmu	NOUN	NOUN	Case=Nom|Gender=Masc|Number=Sing	0	ROOT	_	_
40	2	adanniš	adanniš	ADV	AV	_	1	advmod	_	_
