0	1	a-na	a-na	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	0	ROOT	_	_
1	2	LUGAL	lugal	ADV	WN	_	1	dep	_	_
2	3	EN-ia	en-ia	VERB	N	Gender=Masc|Mood=Ind|Number=Plur|Person=3|Tense=Past|VerbForm=Fin|VerbStem=G	_	_	_	_
3	4	ARAD-ka	arad-ka	NOUN	RN	Gender=Masc|Number=Plur	_	_	_	_
4	6	1}I-DINGIR	1}i-dingir	ADJ	ADJ	_	_	_	_	_
5	7	lu-u	lu-u	PROPN	WN	Gender=Fem	6	nmod:poss	_	_
6	8	DI-mu	di-mu	VERB	V	Gender=Masc|Mood=Ind|Number=Plur|Person=3|Tense=Past|VerbForm=Fin|VerbStem=G	9	obj	_	_
7	9	a-na	a-na	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	_	_	_	_
8	10	LUGAL	lugal	ADV	WN	_	11	advmod	_	_
9	11	EN-ia	en-ia	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Past|Ventive=Yes|VerbForm=Fin|VerbStem=S	_	_	_	_
10	12	ina	ina	ADP	PRP	_	13	case	_	_
11	13	UGU	ugu	PROPN	u	_	_	_	_	_
12	15	LU₂}EN-{GIŠ}GIGIR-MEŠ	lu₂}en-{giš}gigir-meš	X	X	_	_	_	_	_
13	17	LU₂}EN-{GIŠ}GIGIR-MEŠ	lu₂}en-{giš}gigir-meš	PROPN	X	_	_	_	_	_
14	19	KUR}qu-u₂-a.a	kur}qu-u₂-a.a	PROPN	SN	_	_	_	_	_
15	20	ša	ša	ADP	PRP	_	21	case	_	_
16	21	LUGAL	lugal	NOUN	N	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Masc|PossSuffNum=Plur|PossSuffPer=3	19	nmod	_	_
17	22	be-li₂	be-li₂	NOUN	N	Gender=Fem|NounBase=Bound|Number=Sing	_	_	_	_
18	23	iš-pur-an-ni	iš-pur-an-ni	NUM	VERB	_	22	nmod:poss	_	_
19	24	ma-a	ma-a	ADP	ADP	_	25	case	_	_
20	25	ša₂-ʾa-al	ša₂-ʾa-al	PROPN	PROPN	Case=Gen|Gender=Masc|Number=Sing	22	dep	_	_
21	26	u₂-ṣi-ṣi	u₂-ṣi-ṣi	CONJ	CONJ	_	25	appos	_	_
22	27	šum₂-ma	šum₂-ma	PROPN	GN	Case=Acc	_	_	_	_
23	28	NINDA-MEŠ-šu₂-nu	ninda-meš-šu₂-nu	NOUN	V	Case=Nom|Gender=Masc|Number=Sing	27	conj	_	_
24	30	ŠE}NUMUN-MEŠ-šu₂-nu	še}numun-meš-šu₂-nu	PROPN	DN	Gender=Masc	33	nsubj	_	_
25	31	la-aš₂-šu₂	la-aš₂-šu₂	NOUN	N	Gender=Masc|NounBase=Bound|Number=Sing	33	advmod	_	_
26	32	ma-a	ma-a	ADP	N	_	31	nmod:poss	_	_
27	33	šup-ra	šup-ra	VERB	SN|SN	Gender=Masc|Mood=Imp|Number=Sing|Person=2|Ventive=Yes|VerbStem=G|VerbSuffGen=Masc|VerbSuffNum=Sing|VerbSuffPer=3	_	_	_	_
28	34	UN-MEŠ	un-meš	PROPN	PN	Gender=Masc|Number=Sing	_	_	_	_
29	35	x	x	X	X	_	_	_	_	_
30	36	x	x	X	X	_	_	_	_	_
31	37	x	x	X	X	_	_	_	_	_
32	38	ša	ša	ADP	PRP	_	39	case	_	_
33	39	i-si-šu₂-nu	i-si-šu₂-nu	VERB	VERB	Gender=Masc|Number=Plur|Person=3|SubSuff=Yes|Ventive=Yes|VerbForm=Stat|VerbStem=G|VerbSuffNum=Sing|VerbSuffPer=1	_	_	_	_
34	40	x	x	X	X	_	_	_	_	_
35	41	x	x	X	X	_	_	_	_	_
36	42	x	x	X	X	_	_	_	_	_
37	43	x	x	X	X	_	_	_	_	SpaceAfter=No
