0	1	dibbī	dibbu	NOUN	N	Case=Acc|Gender=Masc|Number=Plur	_	_	_	_
1	2	ša	ša	ADP	PRP	_	3	case	_	_
2	3	Elamaya	elamaya	PROPN	EN	Case=Gen|Gender=Masc|Number=Sing	1	nmod	_	_
3	4	kî	kī	ADP	PRP	_	5	case	_	_
4	5	annî	annû	DET	DET	Case=Gen|Gender=Masc|Number=Sing	7	obl	_	_
5	6	ilu	ilu	NOUN	N	Case=Nom|Gender=Masc|Number=Sing	7	nsubj	_	_
6	7	iqabbi	qabû	VERB	V	Gender=Masc|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|VerbStem=G	3	ROOT	_	_
7	8	mā	mā	PART	Quotative	_	9	discourse	_	_
8	9	attalak	alāku	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	7	ccomp	_	_
9	10	attalka	alāku	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|Ventive=Yes|VerbForm=Fin|VerbStem=G	9	conj	_	_
10	11	05-šu₂	05-šu₂	NUM	NUM	_	13	advmod	_	_
11	12	06-šu₂	06-šu₂	NUM	NUM	_	11	conj	_	_
12	13	iqṭibi	qabû	VERB	V	Gender=Masc|Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|VerbStem=G	10	ROOT	_	_
13	14	ina	ina	ADP	PRP	_	15	case	_	_
14	15	dāte	dāt	NOUN	N	Case=Gen|Gender=Fem|Number=Sing	13	ROOT	_	_
15	16	mā	mā	PART	Quotative	_	20	discourse	_	_
16	17	issu	ištu	ADP	PRP	_	18	case	_	_
17	18	muhhi	muhhu	NOUN	N	Case=Gen|Gender=Masc|NounBase=Bound|Number=Sing	20	obl	_	_
18	19	narʾanti	narʾamtu	NOUN	N	Case=Gen|Gender=Fem|Number=Sing	18	nmod	_	_
19	20	attalka	alāku	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|Ventive=Yes|VerbForm=Fin|VerbStem=G	15	ccomp	_	_
20	21	mā	mā	PART	Quotative	_	26	discourse	_	_
21	22	ṣerru	ṣerru	NOUN	N	Case=Acc|Gender=Masc|Number=Sing	26	obj	_	_
22	23	ša	ša	PRON	REL	_	25	nsubj	_	_
23	24	ina	ina	ADP	PRP	_	25	case	_	_
24	25	libbīša	libbu	NOUN	N	Case=Gen|Gender=Masc|Number=Sing|PossSuffGen=Fem|PossSuffNum=Sing|PossSuffPer=3	22	acl	_	_
25	26	assadda	šadādu	VERB	V	Gender=Com|Number=Sing|Person=1|Tense=Perf|Mood=Ind|VerbForm=Fin|VerbStem=G|Ventive=Yes	19	conj	_	_
26	27	abtataq	batāqu	VERB	V	Gender=Com|Number=Sing|Person=1|Tense=Perf|Mood=Ind|VerbForm=Fin|VerbStem=G	26	conj	_	_
27	28	u	u	CONJ	CNJ	_	31	cc	_	_
28	29	mā	mā	PART	Quotative	_	31	discourse	_	_
29	30	narʾantu	narʾamtu	NOUN	N	Case=Acc|Gender=Fem|Number=Sing	31	obj	_	_
30	31	ahtepi	hepû	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|VerbStem=G	26	conj	_	_
31	32	u	u	CONJ	CNJ	_	35	cc	_	_
32	33	mā	mā	PART	Quotative	_	35	discourse	_	_
33	34	Elamtu	elamtu	PROPN	GN	Case=Acc|Gender=Fem|Number=Sing	35	obj	_	_
34	35	ahappi	hepû	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|VerbStem=G	31	conj	_	_
35	36	o	o	X	X	_	_	_	_	_
36	37	ahīšu	ahu	NOUN	N	Case=Nom|Gender=Masc|Number=Plur|PossSuffGen=Masc|PossSuffNum=Sing|PossSuffPer=3	40	nsubj	_	_
37	38	issi	išti	ADP	PRP	_	39	case	_	_
38	39	kaqqir	qaqqaru	NOUN	N	Case=Gen|Focus=No|Gender=Masc|NounBase=Free|Number=Sing	40	obl	_	_
39	40	issappan	sapānu	VERB	V	Gender=Masc|Number=Sing|Person=3|Tense=Pres|Mood=Ind|VerbForm=Fin|VerbStem=N	35	ROOT	_	_
40	41	mā	mā	PART	Quotative	_	45	discourse	_	_
41	42	kî	kī	ADP	PRP	_	43	case	_	_
42	43	annî	annû	DET	DP	Case=Gen|Gender=Masc|Number=Sing	45	obl	_	_
43	44	Elamtu	elamtu	PROPN	GN	Case=Gen|Gender=Fem|Number=Sing	45	obj	_	_
44	45	agammar	gamāru	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|VerbStem=G	40	ROOT	_	_
