0	1	x	x	X	X	_	0	ROOT	_	_
1	2	x+x	x+x	X	X	_	_	_	_	_
2	3	it-tal-x	it-tal-x	X	X	_	_	_	_	_
3	4	x	x	X	X	_	_	_	_	_
4	5	x	x	X	X	_	_	_	_	_
5	6	x	x	X	X	_	_	_	_	_
6	7	x	x	X	X	_	_	_	_	_
7	8	x	x	X	X	_	_	_	_	_
8	9	x	x	X	X	_	_	_	_	_
9	10	x	x	X	X	_	_	_	_	_
10	11	x	x	X	X	_	_	_	_	_
11	12	x	x	X	X	_	_	_	_	_
12	13	x	x	X	X	_	_	_	_	_
13	14	lā	lā	PART	PART	_	15	advmod	_	_
14	15	talliki	talliki	NOUN	NOUN	Gender=Fem|Number=Sing|PossSuffNum=Sing|PossSuffPer=1	_	_	_	_
15	16	ana	ana	ADP	PRP	_	_	_	_	_
16	17	x	x	X	X	_	_	_	_	_
17	18	x	x	X	X	_	_	_	_	_
18	19	x	x	X	X	_	_	_	_	_
19	20	x	x	X	X	_	_	_	_	_
20	21	x	x	X	X	_	_	_	_	_
21	22	x	x	X	X	_	_	_	_	_
22	23	x	x	X	X	_	_	_	_	_
23	24	x	x	X	X	_	_	_	_	_
24	25	mā	mā	X	X	_	_	_	_	_
25	26	ūmē	ūmē	ADP	X	_	_	_	_	_
26	27	in	in	ADP	ADP	_	28	case	_	_
27	28	ni	ni	X	X	_	_	_	_	_
28	29	u₂	u₂	CONJ	CNJ	_	_	_	_	_
29	30	kin	kin	X	X	_	_	_	_	_
30	31	x	x	X	X	_	_	_	_	_
31	32	x	x	X	X	_	_	_	_	_
32	33	x	x	X	X	_	_	_	_	_
33	34	x	x	X	X	_	_	_	_	_
34	35	x	x	X	X	_	_	_	_	_
35	36	x	x	X	X	_	_	_	_	_
36	37	x	x	X	X	_	_	_	_	_
37	38	nakru	nakru	NOUN	NOUN	Gender=Fem|Number=Sing	39	obj	_	_
38	39	akaššad	akaššad	VERB	V	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Past|VerbForm=Fin|VerbStem=G	_	_	_	_
39	40	ša	ša	ADP	DET	_	41	case	_	_
40	41	Aššur-bani-apli	aššur-bani-apli	PROPN	DN	Gender=Masc	_	_	_	_
41	42	x	x	X	X	_	_	_	_	_
42	43	x	x	X	X	_	_	_	_	_
43	44	x	x	X	X	_	_	_	_	_
44	45	x	x	X	X	_	_	_	_	_
45	46	x	x	X	X	_	_	_	_	_
46	47	x	x	X	X	_	_	_	_	_
47	48	mā	mā	PART	X	_	_	_	_	_
48	49	šībi	šībi	DET	N	_	51	nsubj	_	_
49	50	mātāti	mātāti	NOUN	N	Gender=Fem|NounBase=Free|Number=Plur	51	obj	_	_
50	51	utaqqan	utaqqan	VERB	VERB	Gender=Com|Mood=Ind|Number=Sing|Person=1|Tense=Past|VerbForm=Fin|VerbStem=D	_	_	_	_
51	52	x	x	X	X	_	_	_	_	_
52	53	x	x	X	X	_	_	_	_	_
53	54	x	x	X	X	_	_	_	_	_
54	55	x	x	X	X	_	_	_	_	_
55	56	x	x	X	X	_	_	_	_	_
56	57	mā	mā	X	X	_	60	nsubj	_	_
57	58	ina	ina	ADP	PRP	_	59	case	_	_
58	59	digilīya	digilīya	NOUN	NOUN	Gender=Masc|Number=Sing	60	obl	_	_
59	60	pānî	pānî	NOUN	N	_	_	_	_	_
60	61	x	x	X	X	_	_	_	_	_
61	62	x	x	X	X	_	_	_	_	_
62	63	x	x	X	X	_	_	_	_	_
63	64	x	x	X	X	_	_	_	_	_
64	65	x	x	X	X	_	_	_	_	_
65	66	adanniš	adanniš	ADV	ADV	_	_	_	_	_
66	67	kakkabtu	kakkabtu	NOUN	NOUN	Case=Acc|Gender=Masc|NounBase=Free|Number=Sing	_	_	_	_
67	68	ša	ša	ADP	DET	_	69	case	_	_
68	69	hurāṣi	hurāṣi	NOUN	N	Case=Gen|Gender=Masc|NounBase=Free|Number=Sing	67	nmod	_	_
69	70	an-x	an-x	ADP	PRP	_	_	_	_	_
70	71	x	x	X	X	_	_	_	_	_
71	72	x	x	X	X	_	_	_	_	_
72	73	x	x	X	X	_	_	_	_	_
73	74	x	x	X	X	_	_	_	_	_
74	75	paššūru	paššūru	NOUN	NOUN	_	_	_	_	_
75	76	01	01	NUM	NUM	_	77	nummod	_	_
76	77	qâ	qâ	NUM	NOUN	_	_	_	_	_
77	78	kusāpi	kusāpi	NOUN	NOUN	Case=Gen|Gender=Masc|NounBase=Free|Number=Sing	77	nmod:poss	_	_
78	79	danni	danni	ADJ	AJ	Case=Gen|Gender=Masc|Number=Sing	77	amod	_	_
79	80	ina	ina	ADP	PRP	_	81	case	_	_
80	81	muhhi	muhhi	NOUN	N	Case=Gen|Gender=Masc|NounBase=Free|Number=Sing	_	_	_	_
81	82	x	x	X	X	_	_	_	_	_
82	83	x	x	X	X	_	_	_	_	_
83	84	x	x	X	X	_	_	_	_	_
84	85	x	x	X	X	_	_	_	_	_
85	86	x	x	X	X	_	_	_	_	_
86	87	sihhāru	sihhāru	NOUN	NOUN	_	_	_	_	_
87	88	saʾʾu	saʾʾu	NOUN	NOUN	Gender=Fem|Number=Sing	_	_	_	_
88	89	mat	mat	X	X	_	_	_	_	_
89	90	x	x	X	X	_	_	_	_	_
90	91	x	x	X	X	_	_	_	_	_
91	92	x	x	X	X	_	_	_	_	_
92	93	x	x	X	X	_	_	_	_	_
93	94	x	x	X	X	_	_	_	_	_
94	95	x	x	X	X	_	_	_	_	_
95	96	x	x	X	X	_	_	_	_	_
96	97	x+x-ma-ni	x+x-ma-ni	X	X	_	_	_	_	_
97	98	ša	ša	X	X	_	_	_	_	_
98	99	šaddūni	šaddūni	X	X	_	_	_	_	_
99	100	x	x	X	X	_	_	_	_	_
100	101	x	x	X	X	_	_	_	_	_
101	102	x	x	X	X	_	_	_	_	_
102	103	x	x	X	X	_	_	_	_	_
103	104	x	x	X	X	_	_	_	_	_
104	105	x	x	X	X	_	_	_	_	_
105	106	x	x	X	X	_	_	_	_	_
106	107	šapal	šapal	NOUN	NOUN	_	_	_	_	_
107	108	kakkabtu	kakkabtu	NOUN	NOUN	Case=Nom|Gender=Masc|NounBase=Free|Number=Sing	107	conj	_	_
108	109	ša	ša	ADP	DET	_	110	case	_	_
109	110	hurāṣi	hurāṣi	NOUN	N	Case=Gen|Gender=Masc|NounBase=Free|Number=Sing	108	nmod	_	_
110	111	x	x	X	X	_	_	_	_	_
111	112	x	x	X	X	_	_	_	_	_
112	113	x	x	X	X	_	_	_	_	_
113	114	x	x	X	X	_	_	_	_	_
114	115	x	x	X	X	_	_	_	_	_
115	116	x	x	X	X	_	_	_	_	_
116	117	x	x	X	X	_	_	_	_	_
117	118	ina	ina	ADP	ADP	_	119	case	_	_
118	119	rēšēya	rēšēya	NOUN	NOUN	Case=Gen|Gender=Masc|Number=Sing	_	_	_	_
119	120	x+x	x+x	X	X	_	_	_	_	_
120	121	x	x	X	X	_	_	_	_	_
121	122	x	x	X	X	_	_	_	_	_
122	123	x	x	X	X	_	_	_	_	_
123	124	x	x	X	X	_	_	_	_	_
124	125	x	x	X	X	_	_	_	_	_
125	126	x	x	X	X	_	_	_	_	_
126	127	x	x	X	X	_	_	_	_	_
127	128	x	x	X	X	_	_	_	_	_
128	129	x	x	X	X	_	_	_	_	_
129	130	x	x	X	X	_	_	_	_	_
130	131	kakkibī	kakkibī	X	NOUN	_	_	_	_	_
131	132	x	x	X	X	_	_	_	_	_
132	133	x	x	X	X	_	_	_	_	_
133	134	x	x	X	X	_	_	_	_	_
134	135	x	x	X	X	_	_	_	_	_
135	136	x	x	X	X	_	_	_	_	_
136	137	x	x	X	X	_	_	_	_	_
137	138	x	x	X	X	_	_	_	_	_
138	139	x	x	X	X	_	_	_	_	_
139	140	x	x	X	X	_	_	_	_	_
140	141	x	x	X	X	_	_	_	_	_
141	142	x	x	X	X	_	_	_	_	_
142	143	x	x	X	X	_	_	_	_	_
143	144	x	x	X	X	_	_	_	_	_
